Player,Squad,Pos,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,league
Marc Guiu,Chelsea,FW,18,2006,3,0,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Premier-League
Trevoh Chalobah,Chelsea,DF,25,1999,12,12,1060,11.8,3,0,3,3,0,0,1,0,1.2,1.2,0.4,1.6,11,34,6,0.25,0.00,0.25,0.25,0.25,0.10,0.03,0.14,0.10,0.14,Premier-League
Trevoh Chalobah,Chelsea,DF,25,1999,13,11,910,10.1,0,1,1,0,0,0,2,0,0.8,0.8,1.2,2.0,4,37,2,0.00,0.10,0.10,0.00,0.10,0.08,0.12,0.19,0.08,0.19,Premier-League
Brajan Gruda,Brighton,"MF,FW",20,2004,21,8,687,7.6,1,4,5,1,0,0,0,0,1.2,1.2,2.1,3.3,22,26,57,0.13,0.52,0.66,0.13,0.66,0.16,0.28,0.43,0.16,0.43,Premier-League
Jan Paul van Hecke,Brighton,DF,24,2000,34,33,2958,32.9,1,1,2,1,0,0,8,1,1.3,1.3,1.5,2.8,55,228,5,0.03,0.03,0.06,0.03,0.06,0.04,0.05,0.09,0.04,0.09,Premier-League
João Pedro,Brighton,"FW,MF",22,2001,27,23,1948,21.6,10,6,16,5,5,5,4,1,8.9,5.0,5.0,10.0,66,78,128,0.46,0.28,0.74,0.23,0.51,0.41,0.23,0.64,0.23,0.46,Premier-League
Joël Veltman,Brighton,DF,32,1992,21,19,1697,18.9,0,0,0,0,0,0,5,0,0.5,0.5,0.5,0.9,32,85,34,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.05,0.02,0.05,Premier-League
Matt O'Riley,Brighton,MF,23,2000,21,11,938,10.4,2,2,4,1,1,1,1,0,2.8,2.0,2.4,4.4,22,38,52,0.19,0.19,0.38,0.10,0.29,0.27,0.23,0.50,0.20,0.42,Premier-League
Pervis Estupiñán,Brighton,DF,26,1998,30,26,2402,26.7,1,1,2,1,0,0,5,0,1.2,1.2,2.1,3.3,59,132,112,0.04,0.04,0.07,0.04,0.07,0.04,0.08,0.12,0.04,0.12,Premier-League
Solly March,Brighton,"FW,MF",30,1994,8,1,168,1.9,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,5,2,20,0.00,0.00,0.00,0.00,0.00,0.05,0.15,0.19,0.05,0.19,Premier-League
Beto,Everton,FW,26,1998,30,15,1534,17.0,8,0,8,8,0,0,2,0,8.2,8.2,1.2,9.4,15,16,77,0.47,0.00,0.47,0.47,0.47,0.48,0.07,0.55,0.48,0.55,Premier-League
Ryan Yates,Nott'ham Forest,MF,26,1997,35,18,1915,21.3,2,1,3,2,0,0,10,0,2.3,2.3,1.2,3.5,18,53,16,0.09,0.05,0.14,0.09,0.14,0.11,0.05,0.16,0.11,0.16,Premier-League
Taiwo Awoniyi,Nott'ham Forest,FW,26,1997,26,3,416,4.6,1,0,1,1,0,0,0,0,2.1,2.1,0.1,2.2,6,7,20,0.22,0.00,0.22,0.22,0.22,0.46,0.02,0.48,0.46,0.48,Premier-League
Andreas Pereira,Fulham,MF,28,1996,33,25,2013,22.4,2,4,6,2,0,1,7,0,3.8,3.0,4.6,7.6,29,104,81,0.09,0.18,0.27,0.09,0.27,0.17,0.21,0.38,0.14,0.34,Premier-League
Antonee Robinson,Fulham,DF,26,1997,36,35,3167,35.2,0,10,10,0,0,0,8,0,0.7,0.7,4.2,4.9,118,131,274,0.00,0.28,0.28,0.00,0.28,0.02,0.12,0.14,0.02,0.14,Premier-League
Harrison Reed,Fulham,MF,29,1995,12,0,108,1.2,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,1,4,7,0.00,0.00,0.00,0.00,0.00,0.21,0.07,0.27,0.21,0.27,Premier-League
Philip Billing,Bournemouth,MF,28,1996,10,1,184,2.0,0,0,0,0,0,0,1,0,0.6,0.6,1.1,1.7,3,15,13,0.00,0.00,0.00,0.00,0.00,0.28,0.54,0.82,0.28,0.82,Premier-League
Emmanuel Agbadou,Wolves,DF,27,1997,16,16,1410,15.7,1,0,1,1,0,0,3,0,0.8,0.8,0.2,1.1,6,31,2,0.06,0.00,0.06,0.06,0.06,0.05,0.02,0.07,0.05,0.07,Premier-League
Lesley Ugochukwu,Chelsea,MF,20,2004,26,18,1655,18.4,1,1,2,1,0,0,7,0,0.9,0.9,1.0,1.9,29,49,20,0.05,0.05,0.11,0.05,0.11,0.05,0.06,0.10,0.05,0.10,Premier-League
Malo Gusto,Chelsea,DF,21,2003,32,19,1862,20.7,0,1,1,0,0,0,4,0,1.7,1.7,1.4,3.1,50,119,85,0.00,0.05,0.05,0.00,0.05,0.08,0.07,0.15,0.08,0.15,Premier-League
Roméo Lavia,Chelsea,MF,20,2004,16,11,797,8.9,0,1,1,0,0,0,4,0,0.3,0.3,0.7,1.0,3,31,7,0.00,0.11,0.11,0.00,0.11,0.03,0.08,0.11,0.03,0.11,Premier-League
Igor,Brighton,DF,26,1998,13,10,961,10.7,0,0,0,0,0,0,4,0,0.0,0.0,0.2,0.2,9,49,1,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Premier-League
Tariq Lamptey,Brighton,DF,23,2000,15,10,860,9.6,2,2,4,2,0,0,0,0,0.4,0.4,0.8,1.2,32,14,45,0.21,0.21,0.42,0.21,0.42,0.04,0.08,0.12,0.04,0.12,Premier-League
Iliman Ndiaye,Everton,FW,24,2000,33,29,2430,27.0,9,0,9,7,2,2,3,0,6.2,4.7,1.9,6.5,86,59,122,0.33,0.00,0.33,0.26,0.26,0.23,0.07,0.30,0.17,0.24,Premier-League
Ola Aina,Nott'ham Forest,DF,27,1996,35,35,2995,33.3,2,1,3,2,0,0,5,0,0.6,0.6,1.4,2.1,67,107,67,0.06,0.03,0.09,0.06,0.09,0.02,0.04,0.06,0.02,0.06,Premier-League
Calvin Bassey,Fulham,DF,24,1999,35,34,3074,34.2,1,0,1,1,0,0,7,0,1.0,1.0,0.1,1.2,39,116,15,0.03,0.00,0.03,0.03,0.03,0.03,0.00,0.03,0.03,0.03,Premier-League
Ryan Sessegnon,Fulham,"FW,DF",24,2000,16,7,580,6.4,4,2,6,4,0,0,1,0,1.6,1.6,1.1,2.7,18,22,59,0.62,0.31,0.93,0.62,0.93,0.25,0.17,0.42,0.25,0.42,Premier-League
Myles Lewis-Skelly,Arsenal,DF,17,2006,23,15,1369,15.2,1,0,1,1,0,0,3,2,0.2,0.2,0.4,0.6,37,71,37,0.07,0.00,0.07,0.07,0.07,0.01,0.03,0.04,0.01,0.04,Premier-League
Patrick Dorgu,Manchester Utd,DF,19,2004,12,10,842,9.4,0,0,0,0,0,0,3,1,0.4,0.4,0.7,1.2,41,34,83,0.00,0.00,0.00,0.00,0.00,0.05,0.08,0.12,0.05,0.12,Premier-League
Djed Spence,Tottenham,DF,23,2000,25,19,1792,19.9,1,2,3,1,0,0,4,1,0.6,0.6,1.8,2.3,59,105,70,0.05,0.10,0.15,0.05,0.15,0.03,0.09,0.12,0.03,0.12,Premier-League
Matheus França,Crystal Palace,"MF,FW",20,2004,4,0,55,0.6,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,4,3,4,1.64,0.00,1.64,1.64,1.64,0.42,0.00,0.42,0.42,0.42,Premier-League
Tyrick Mitchell,Crystal Palace,DF,24,1999,37,37,3092,34.4,0,5,5,0,0,0,2,0,1.3,1.3,6.4,7.7,63,70,171,0.00,0.15,0.15,0.00,0.15,0.04,0.19,0.22,0.04,0.22,Premier-League
Adam Smith,Bournemouth,DF,33,1991,25,19,1590,17.7,0,0,0,0,0,0,7,0,0.7,0.7,0.4,1.1,15,49,34,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Premier-League
Alex Scott,Bournemouth,MF,20,2003,20,8,755,8.4,0,0,0,0,0,0,3,0,0.7,0.7,0.9,1.6,15,52,33,0.00,0.00,0.00,0.00,0.00,0.09,0.11,0.19,0.09,0.19,Premier-League
Harvey Elliott,Liverpool,MF,21,2003,18,2,371,4.1,1,2,3,1,0,0,1,0,1.8,1.8,1.1,2.8,10,44,30,0.24,0.49,0.73,0.24,0.73,0.43,0.26,0.69,0.43,0.69,Premier-League
José Sá,Wolves,GK,31,1993,29,29,2609,29.0,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Premier-League
Sam Johnstone,Wolves,GK,31,1993,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Premier-League
Martin Dúbravka,Newcastle Utd,GK,35,1989,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Premier-League
Sávio,Manchester City,"FW,MF",20,2004,29,21,1766,19.6,1,8,9,1,0,0,3,0,5.0,5.0,6.9,11.9,137,67,246,0.05,0.41,0.46,0.05,0.46,0.26,0.35,0.61,0.26,0.61,Premier-League
Vitor Reis,Manchester City,DF,18,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Premier-League
